date,asset,direction,entry,stop,target,exit,size,pnl_gbp,r_multiple,outcome,bars_held,risk_reward,confidence,zone_type,rationale
2025-12-31 13:50,Gold,short,4417.4,4421.1071,4409.7,4421.1071,19.2211,-71.26,-1.0,loss,1,2.08,3,fvg,Short entry at 4417.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4421.11 (at structural swing extreme). Profit target 4409.70 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-01-05 13:40,Gold,short,4488.0,4491.8643,4472.3,4491.8643,18.3473,-70.9,-1.0,loss,4,4.06,2,fvg,Short entry at 4488.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4491.86 (at structural swing extreme). Profit target 4472.30 (prior swing high/low). Risk/reward: 4.1:1. Position sized to risk 2% of account equity (£200).
2026-01-05 16:00,Gold,short,4523.8,4527.5786,4516.0,4516.0,18.6696,145.62,2.06,win,1,2.06,2,fvg,Short entry at 4523.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4527.58 (at structural swing extreme). Profit target 4516.00 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-01-06 13:50,Gold,short,4538.2,4539.1679,4532.6,4539.1679,294.5587,-285.09,-1.0,loss,1,5.79,3,fvg,Short entry at 4538.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4539.17 (at structural swing extreme). Profit target 4532.60 (prior swing high/low). Risk/reward: 5.8:1. Position sized to risk 2% of account equity (£200).
2026-01-08 15:15,Gold,short,4523.9,4527.2464,4511.5,4527.2464,41.7443,-139.69,-1.0,loss,5,3.71,3,fvg,Short entry at 4523.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4527.25 (at structural swing extreme). Profit target 4511.50 (prior swing high/low). Risk/reward: 3.7:1. Position sized to risk 2% of account equity (£200).
2026-01-13 11:50,Gold,short,4664.9,4667.5893,4654.5,4667.5893,25.7127,-69.15,-1.0,loss,13,3.87,3,fvg,Short entry at 4664.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4667.59 (at structural swing extreme). Profit target 4654.50 (prior swing high/low). Risk/reward: 3.9:1. Position sized to risk 2% of account equity (£200).
2026-01-14 15:55,Gold,short,4694.0,4698.4821,4683.0,4698.4821,15.3505,-68.8,-1.0,loss,6,2.45,2,fvg,Short entry at 4694.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4698.48 (at structural swing extreme). Profit target 4683.00 (prior swing high/low). Risk/reward: 2.5:1. Position sized to risk 2% of account equity (£200).
2026-01-15 10:45,Gold,short,4691.3,4695.3821,4681.3,4681.3,16.7704,167.7,2.45,win,31,2.45,3,fvg,Short entry at 4691.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4695.38 (at structural swing extreme). Profit target 4681.30 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-01-16 11:50,Gold,short,4685.9,4687.375,4682.8,4682.8,187.9255,582.57,2.1,win,6,2.1,3,fvg,Short entry at 4685.90. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4687.38 (at structural swing extreme). Profit target 4682.80 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-01-20 13:30,Gold,short,4799.4,4801.4893,4789.9,4801.4893,138.2489,-288.84,-1.0,loss,1,4.55,2,fvg,Short entry at 4799.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4801.49 (at structural swing extreme). Profit target 4789.90 (prior swing high/low). Risk/reward: 4.5:1. Position sized to risk 2% of account equity (£200).
2026-01-20 15:00,Gold,short,4822.0,4827.8964,4807.6,4807.6,24.0031,345.64,2.44,win,4,2.44,3,ob,Short entry at 4822.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price at historical supply zone (Order Block)   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4827.90 (at structural swing extreme). Profit target 4807.60 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-01-26 08:35,Gold,short,5172.2,5175.9571,5162.5,5162.5,77.1803,748.65,2.58,win,3,2.58,2,fvg,Short entry at 5172.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5175.96 (at structural swing extreme). Profit target 5162.50 (prior swing high/low). Risk/reward: 2.6:1. Position sized to risk 2% of account equity (£200).
2026-01-28 08:50,Gold,short,5368.4,5374.7071,5355.2,5355.2,48.35,638.22,2.09,win,5,2.09,2,fvg,Short entry at 5368.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 5374.71 (at structural swing extreme). Profit target 5355.20 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-02-02 11:35,Gold,short,4836.8,4852.4286,4790.0,4852.4286,20.3291,-317.71,-1.0,loss,13,2.99,4,ob,Short entry at 4836.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price at historical supply zone (Order Block)   • false breakout pattern confirmed — buy-side liquidity swept then reversed   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4852.43 (at structural swing extreme). Profit target 4790.00 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200).
2026-02-03 11:30,Gold,short,4971.0,4979.0536,4948.8,4979.0536,19.3306,-155.68,-1.0,loss,6,2.76,2,fvg,Short entry at 4971.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4979.05 (at structural swing extreme). Profit target 4948.80 (prior swing high/low). Risk/reward: 2.8:1. Position sized to risk 2% of account equity (£200).
2026-02-04 11:35,Gold,short,5100.2,5106.5786,5074.5,5106.5786,12.0813,-77.06,-1.0,loss,4,4.03,2,fvg,Short entry at 5100.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 5106.58 (at structural swing extreme). Profit target 5074.50 (prior swing high/low). Risk/reward: 4.0:1. Position sized to risk 2% of account equity (£200).
2026-02-09 11:35,Gold,short,5064.8,5069.0679,5055.0,5069.0679,17.966,-76.68,-1.0,loss,3,2.3,3,fvg,Short entry at 5064.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 5069.07 (at structural swing extreme). Profit target 5055.00 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2026-02-09 14:40,Gold,short,5096.8,5102.4607,5083.9,5083.9,13.4776,173.86,2.28,win,7,2.28,3,fvg,Short entry at 5096.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5102.46 (at structural swing extreme). Profit target 5083.90 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2026-02-17 14:05,Gold,short,4946.4,4972.0714,4893.2,4972.0714,12.0231,-308.65,-1.0,loss,147,2.07,2,fvg,Short entry at 4946.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4972.07 (at structural swing extreme). Profit target 4893.20 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-02-23 09:20,Gold,short,5208.0,5211.4214,5200.0,5211.4214,44.2032,-151.24,-1.0,loss,8,2.34,3,fvg,Short entry at 5208.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5211.42 (at structural swing extreme). Profit target 5200.00 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2026-02-24 15:10,Gold,short,5195.0,5200.6571,5182.1,5200.6571,13.2333,-74.86,-1.0,loss,2,2.28,4,fvg+ob,Short entry at 5195.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) AND supply zone (OB) — highest confluence   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 5200.66 (at structural swing extreme). Profit target 5182.10 (prior swing high/low). Risk/reward: 2.3:1. Position sized to risk 2% of account equity (£200).
2026-02-27 11:35,Gold,short,5236.1,5237.7893,5232.5,5237.7893,44.0947,-74.49,-1.0,loss,4,2.13,3,fvg,Short entry at 5236.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5237.79 (at structural swing extreme). Profit target 5232.50 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-02-27 12:00,Gold,short,5243.0,5244.8143,5238.3,5244.8143,40.8514,-74.12,-1.0,loss,1,2.59,3,fvg,Short entry at 5243.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5244.81 (at structural swing extreme). Profit target 5238.30 (prior swing high/low). Risk/reward: 2.6:1. Position sized to risk 2% of account equity (£200).
2026-03-05 13:30,Gold,short,5174.1,5180.9536,5157.9,5180.9536,10.7602,-73.75,-1.0,loss,2,2.36,2,fvg,Short entry at 5174.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 5180.95 (at structural swing extreme). Profit target 5157.90 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-03-06 13:35,Gold,short,5171.0,5178.8214,5150.1,5150.1,9.3815,196.07,2.67,win,3,2.67,4,fvg,Short entry at 5171.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5178.82 (at structural swing extreme). Profit target 5150.10 (prior swing high/low). Risk/reward: 2.7:1. Position sized to risk 2% of account equity (£200). Post-news ICT displacement entry.
2026-03-10 10:50,Gold,short,5223.0,5228.5464,5204.9,5228.5464,53.6253,-297.43,-1.0,loss,2,3.26,2,fvg,Short entry at 5223.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 5228.55 (at structural swing extreme). Profit target 5204.90 (prior swing high/low). Risk/reward: 3.3:1. Position sized to risk 2% of account equity (£200).
2026-03-10 13:40,Gold,short,5262.5,5273.6857,5238.7,5238.7,13.0291,310.09,2.13,win,5,2.13,3,fvg,Short entry at 5262.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 5273.69 (at structural swing extreme). Profit target 5238.70 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-03-13 09:50,Gold,short,5133.2,5135.7821,5127.8,5135.7821,115.2849,-297.68,-1.0,loss,5,2.09,3,fvg,Short entry at 5133.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 5135.78 (at structural swing extreme). Profit target 5127.80 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
2026-03-13 12:00,Gold,short,5157.4,5161.4321,5141.1,5161.4321,36.1754,-145.86,-1.0,loss,9,4.04,3,fvg,Short entry at 5157.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5161.43 (at structural swing extreme). Profit target 5141.10 (prior swing high/low). Risk/reward: 4.0:1. Position sized to risk 2% of account equity (£200).
2026-03-16 11:20,Gold,short,5062.0,5065.8357,5048.3,5048.3,18.8238,257.89,3.57,win,6,3.57,4,fvg+ob,Short entry at 5062.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) AND supply zone (OB) — highest confluence   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 5065.84 (at structural swing extreme). Profit target 5048.30 (prior swing high/low). Risk/reward: 3.6:1. Position sized to risk 2% of account equity (£200).
2026-03-18 15:05,Gold,short,4918.4,4925.7214,4901.0,4925.7214,40.1519,-293.97,-1.0,loss,21,2.38,2,fvg,Short entry at 4918.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4925.72 (at structural swing extreme). Profit target 4901.00 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-03-23 09:25,Gold,short,4335.6,4348.4857,4307.5,4307.5,11.1786,314.12,2.18,win,2,2.18,4,fvg+ob,Short entry at 4335.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) AND supply zone (OB) — highest confluence   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4348.49 (at structural swing extreme). Profit target 4307.50 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2026-03-24 14:30,Gold,short,4448.2,4458.4536,4423.1,4458.4536,28.7092,-294.37,-1.0,loss,4,2.45,4,fvg+ob,Short entry at 4448.20. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) AND supply zone (OB) — highest confluence   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4458.45 (at structural swing extreme). Profit target 4423.10 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-03-25 11:05,Gold,short,4598.6,4601.6429,4592.0,4601.6429,47.4036,-144.24,-1.0,loss,3,2.17,3,fvg,Short entry at 4598.60. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4601.64 (at structural swing extreme). Profit target 4592.00 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2026-03-27 15:45,Gold,short,4564.1,4575.8571,4499.5,4499.5,6.0729,392.31,5.49,win,63,5.49,3,fvg,Short entry at 4564.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4575.86 (at structural swing extreme). Profit target 4499.50 (prior swing high/low). Risk/reward: 5.5:1. Position sized to risk 2% of account equity (£200).
2026-03-30 15:30,Gold,short,4571.3,4578.0179,4554.5,4578.0179,43.6815,-293.45,-1.0,loss,1,2.5,3,fvg,Short entry at 4571.30. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4578.02 (at structural swing extreme). Profit target 4554.50 (prior swing high/low). Risk/reward: 2.5:1. Position sized to risk 2% of account equity (£200).
2026-04-23 11:50,Gold,short,4731.4,4734.3786,4719.8,4734.3786,48.2743,-143.79,-1.0,loss,1,3.89,3,fvg,Short entry at 4731.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4734.38 (at structural swing extreme). Profit target 4719.80 (prior swing high/low). Risk/reward: 3.9:1. Position sized to risk 2% of account equity (£200).
2026-04-29 19:05,Gold,short,4553.4,4562.0321,4539.1,4562.0321,8.2454,-71.18,-1.0,loss,1,1.66,3,fvg,Short entry at 4553.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4562.03 (at structural swing extreme). Profit target 4539.10 (prior swing high/low). Risk/reward: 1.7:1. Position sized to risk 2% of account equity (£200). Post-news ICT displacement entry.
2026-05-01 13:40,Gold,short,4619.1,4622.8107,4608.1,4622.8107,19.0851,-70.82,-1.0,loss,2,2.96,4,fvg,Short entry at 4619.10. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions   • CCI > +100 confirms deep premium (commodity-specific) Stop loss placed at 4622.81 (at structural swing extreme). Profit target 4608.10 (prior swing high/low). Risk/reward: 3.0:1. Position sized to risk 2% of account equity (£200). Post-news ICT displacement entry.
2026-05-04 10:35,Gold,short,4571.5,4586.9179,4535.0,4586.9179,4.5704,-70.47,-1.0,loss,21,2.37,2,fvg,Short entry at 4571.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4586.92 (at structural swing extreme). Profit target 4535.00 (prior swing high/low). Risk/reward: 2.4:1. Position sized to risk 2% of account equity (£200).
2026-05-11 14:20,Gold,short,4743.4,4750.2929,4728.0,4728.0,10.1718,156.65,2.23,win,2,2.23,3,fvg,Short entry at 4743.40. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry   • RSI > 60 confirms overbought/premium conditions Stop loss placed at 4750.29 (at structural swing extreme). Profit target 4728.00 (prior swing high/low). Risk/reward: 2.2:1. Position sized to risk 2% of account equity (£200).
2026-05-12 15:35,Gold,short,4674.5,4680.0857,4655.1,4680.0857,50.7697,-283.58,-1.0,loss,7,3.47,2,fvg,Short entry at 4674.50. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4680.09 (at structural swing extreme). Profit target 4655.10 (prior swing high/low). Risk/reward: 3.5:1. Position sized to risk 2% of account equity (£200).
2026-05-14 13:45,Gold,short,4695.0,4700.5286,4676.0,4700.5286,25.1343,-138.96,-1.0,loss,6,3.44,2,fvg,Short entry at 4695.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4700.53 (at structural swing extreme). Profit target 4676.00 (prior swing high/low). Risk/reward: 3.4:1. Position sized to risk 2% of account equity (£200).
2026-05-19 14:00,Gold,short,4515.0,4526.8286,4483.5,4483.5,5.815,183.17,2.66,win,84,2.66,2,fvg,Short entry at 4515.00. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4526.83 (at structural swing extreme). Profit target 4483.50 (prior swing high/low). Risk/reward: 2.7:1. Position sized to risk 2% of account equity (£200).
2026-05-21 15:45,Gold,short,4511.8,4515.8643,4503.2,4515.8643,68.5969,-278.8,-1.0,loss,3,2.12,2,fvg,Short entry at 4511.80. Confluence factors:   • price at premium zone (>50% of range) — overbought area   • price inside open gap zone (FVG) — gap-fill entry Stop loss placed at 4515.86 (at structural swing extreme). Profit target 4503.20 (prior swing high/low). Risk/reward: 2.1:1. Position sized to risk 2% of account equity (£200).
